Number;Chemical name;Chemical Formula;Monoisotopic mass;[M+H]+;[M-H]-;Smile Code;INCHi;Source
1306;Ketoprofen-M514;C22H20O10;444.10565;445.113475;443.097825;C=C(C1=CC(=CC=C1O)C(=O)C2=CC=CC=C2)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H20O10/c1-10(21(30)32-22-18(27)16(25)17(26)19(31-22)20(28)29)13-9-12(7-8-14(13)23)15(24)11-5-3-2-4-6-11/h2-9,16-19,22-23,25-27H,1H2,(H,28,29);BioTransformer 3.0
1307;Ketoprofen-M515;C23H25NO6;411.168189;412.176014;410.160364;C=C(C1=CC(=CC=C1O)C(=O)C2=CC=CC=C2)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H25NO6/c1-15(23(29)30-18(13-21(26)27)14-24(2,3)4)19-12-17(10-11-20(19)25)22(28)16-8-6-5-7-9-16/h5-12,18H,1,13-14H2,2-4H3,(H-,25,26,27,28);BioTransformer 3.0
1308;Ketoprofen-M516;C16H12O5;284.068475;285.0763;283.06065;C1C(C2=CC(=CC=C2O)C(=O)C3=CC=CC=C3)(C(=O)O)O1;InChI=1S/C16H12O5/c17-13-7-6-11(14(18)10-4-2-1-3-5-10)8-12(13)16(9-21-16)15(19)20/h1-8,17H,9H2,(H,19,20);BioTransformer 3.0
1309;Ketoprofen-M517;C16H12O5;284.068475;285.0763;283.06065;C=C(C1=CC(=CC(=C1O)O)C(=O)C2=CC=CC=C2)C(=O)O;InChI=1S/C16H12O5/c1-9(16(20)21)12-7-11(8-13(17)15(12)19)14(18)10-5-3-2-4-6-10/h2-8,17,19H,1H2,(H,20,21);BioTransformer 3.0
1310;Ketoprofen-M518;C16H12O5;284.068475;285.0763;283.06065;C=C(C1=CC(=CC=C1O)C(=O)C2=CC(=CC=C2)O)C(=O)O;InChI=1S/C16H12O5/c1-9(16(20)21)13-8-11(5-6-14(13)18)15(19)10-3-2-4-12(17)7-10/h2-8,17-18H,1H2,(H,20,21);BioTransformer 3.0
1311;Ketoprofen-M519;C18H17NO6;343.105589;344.113414;342.097764;CC(C1=CC(=CC(=C1O)O)C(=O)C2=CC=CC=C2)C(=O)NCC(O)=O;InChI=1S/C18H17NO6/c1-10(18(25)19-9-15(21)22)13-7-12(8-14(20)17(13)24)16(23)11-5-3-2-4-6-11/h2-8,10,20,24H,9H2,1H3,(H,19,25)(H,21,22);BioTransformer 3.0
1312;Ketoprofen-M520;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC(=C1O)OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=CC=C3)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)12-7-11(14(23)10-5-3-2-4-6-10)8-13(15(12)24)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22,24-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1313;Ketoprofen-M521;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC(=C1OC2OC(C(O)C(O)C2O)C(O)=O)O)C(=O)C3=CC=CC=C3)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)12-7-11(14(24)10-5-3-2-4-6-10)8-13(23)18(12)32-22-17(27)15(25)16(26)19(33-22)21(30)31/h2-9,15-17,19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1314;Ketoprofen-M522;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC(=C1O)O)C(=O)C2=CC=CC=C2)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H22O11/c1-9(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)12-7-11(8-13(23)15(12)25)14(24)10-5-3-2-4-6-10/h2-9,16-19,22-23,25-28H,1H3,(H,29,30);BioTransformer 3.0
1315;Ketoprofen-M523;C23H27NO7;429.178754;430.186579;428.170929;CC(C1=CC(=CC(=C1O)O)C(=O)C2=CC=CC=C2)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H27NO7/c1-14(23(30)31-17(12-20(26)27)13-24(2,3)4)18-10-16(11-19(25)22(18)29)21(28)15-8-6-5-7-9-15/h5-11,14,17H,12-13H2,1-4H3,(H2-,25,26,27,28,29);BioTransformer 3.0
1316;Ketoprofen-M524;C16H16O5;288.099775;289.1076;287.09195;CC(C1=CC(=CC=C1O)C(O)C2=CC(=CC=C2)O)C(=O)O;InChI=1S/C16H16O5/c1-9(16(20)21)13-8-11(5-6-14(13)18)15(19)10-3-2-4-12(17)7-10/h2-9,15,17-19H,1H3,(H,20,21);BioTransformer 3.0
1317;Ketoprofen-M525;C18H17NO6;343.105589;344.113414;342.097764;CC(C1=CC(=CC=C1O)C(=O)C2=CC(=CC=C2)O)C(=O)NCC(O)=O;InChI=1S/C18H17NO6/c1-10(18(25)19-9-16(22)23)14-8-12(5-6-15(14)21)17(24)11-3-2-4-13(20)7-11/h2-8,10,20-21H,9H2,1H3,(H,19,25)(H,22,23);BioTransformer 3.0
1318;Ketoprofen-M526;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC=C1O)C(=O)C2=CC(=CC=C2)OC3OC(C(O)C(O)C3O)C(O)=O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)13-8-11(5-6-14(13)23)15(24)10-3-2-4-12(7-10)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1319;Ketoprofen-M527;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC=C1OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC(=CC=C3)O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)13-8-11(15(24)10-3-2-4-12(23)7-10)5-6-14(13)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1320;Ketoprofen-M528;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC=C1O)C(=O)C2=CC(=CC=C2)O)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H22O11/c1-9(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)13-8-11(5-6-14(13)24)15(25)10-3-2-4-12(23)7-10/h2-9,16-19,22-24,26-28H,1H3,(H,29,30);BioTransformer 3.0
1321;Ketoprofen-M529;C23H27NO7;429.178754;430.186579;428.170929;CC(C1=CC(=CC=C1O)C(=O)C2=CC(=CC=C2)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H27NO7/c1-14(23(30)31-18(12-21(27)28)13-24(2,3)4)19-11-16(8-9-20(19)26)22(29)15-6-5-7-17(25)10-15/h5-11,14,18H,12-13H2,1-4H3,(H2-,25,26,27,28,29);BioTransformer 3.0
1322;Ketoprofen-M530;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=CC=C1O)C(=O)C2=CC(=CC=C2)O)(C(=O)O)O;InChI=1S/C16H14O6/c1-16(22,15(20)21)12-8-10(5-6-13(12)18)14(19)9-3-2-4-11(17)7-9/h2-8,17-18,22H,1H3,(H,20,21);BioTransformer 3.0
1323;Ketoprofen-M531;C16H14O6;302.07904;303.086865;301.071215;C(C(C1=CC(=CC=C1O)C(=O)C2=CC(=CC=C2)O)C(=O)O)O;InChI=1S/C16H14O6/c17-8-13(16(21)22)12-7-10(4-5-14(12)19)15(20)9-2-1-3-11(18)6-9/h1-7,13,17-19H,8H2,(H,21,22);BioTransformer 3.0
1324;Ketoprofen-M532;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=CC(=C1O)O)C(=O)C2=CC(=CC=C2)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)12-6-10(7-13(18)15(12)20)14(19)9-3-2-4-11(17)5-9/h2-8,17-18,20H,1H3,(H,21,22);BioTransformer 3.0
1325;Ketoprofen-M533;C17H16O5;300.099775;301.1076;299.09195;CC(C1=CC(=CC=C1)C(=O)C2=CC=C(C(=C2)OC)O)C(=O)O;InChI=1S/C17H16O5/c1-10(17(20)21)11-4-3-5-12(8-11)16(19)13-6-7-14(18)15(9-13)22-2/h3-10,18H,1-2H3,(H,20,21);BioTransformer 3.0
1326;Ketoprofen-M534;C17H16O5;300.099775;301.1076;299.09195;CC(C1=CC(=CC=C1)C(=O)C2=CC=C(C(=C2)O)OC)C(=O)O;InChI=1S/C17H16O5/c1-10(17(20)21)11-4-3-5-12(8-11)16(19)13-6-7-15(22-2)14(18)9-13/h3-10,18H,1-2H3,(H,20,21);BioTransformer 3.0
1327;Ketoprofen-M535;C18H17NO6;343.105589;344.113414;342.097764;CC(C1=CC(=CC=C1)C(=O)C2=CC=C(C(=C2)O)O)C(=O)NCC(O)=O;InChI=1S/C18H17NO6/c1-10(18(25)19-9-16(22)23)11-3-2-4-12(7-11)17(24)13-5-6-14(20)15(21)8-13/h2-8,10,20-21H,9H2,1H3,(H,19,25)(H,22,23);BioTransformer 3.0
1328;Ketoprofen-M536;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC=C1)C(=O)C2=CC=C(C(=C2)O)OC3OC(C(O)C(O)C3O)C(O)=O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)10-3-2-4-11(7-10)15(24)12-5-6-14(13(23)8-12)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1329;Ketoprofen-M537;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC=C1)C(=O)C2=CC=C(C(=C2)OC3OC(C(O)C(O)C3O)C(O)=O)O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)10-3-2-4-11(7-10)15(24)12-5-6-13(23)14(8-12)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1330;Ketoprofen-M538;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC=C1)C(=O)C2=CC=C(C(=C2)O)O)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H22O11/c1-9(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)10-3-2-4-11(7-10)15(25)12-5-6-13(23)14(24)8-12/h2-9,16-19,22-24,26-28H,1H3,(H,29,30);BioTransformer 3.0
1331;Ketoprofen-M539;C23H27NO7;429.178754;430.186579;428.170929;CC(C1=CC(=CC=C1)C(=O)C2=CC=C(C(=C2)O)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H27NO7/c1-14(23(30)31-18(12-21(27)28)13-24(2,3)4)15-6-5-7-16(10-15)22(29)17-8-9-19(25)20(26)11-17/h5-11,14,18H,12-13H2,1-4H3,(H2-,25,26,27,28,29);BioTransformer 3.0
1332;Ketoprofen-M540;C16H14O6;302.07904;303.086865;301.071215;C(C(C1=CC(=CC=C1)C(=O)C2=CC=C(C(=C2)O)O)C(=O)O)O;InChI=1S/C16H14O6/c17-8-12(16(21)22)9-2-1-3-10(6-9)15(20)11-4-5-13(18)14(19)7-11/h1-7,12,17-19H,8H2,(H,21,22);BioTransformer 3.0
1333;Ketoprofen-M541;C16H12O5;284.068475;285.0763;283.06065;C=C(C1=CC(=CC=C1)C(=O)C2=CC=C(C(=C2)O)O)C(=O)O;InChI=1S/C16H12O5/c1-9(16(20)21)10-3-2-4-11(7-10)15(19)12-5-6-13(17)14(18)8-12/h2-8,17-18H,1H2,(H,20,21);BioTransformer 3.0
1334;Ketoprofen-M542;C18H17NO6;343.105589;344.113414;342.097764;C(C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)O)C(=O)NCC(O)=O)O;InChI=1S/C18H17NO6/c20-10-15(18(25)19-9-16(22)23)12-2-1-3-13(8-12)17(24)11-4-6-14(21)7-5-11/h1-8,15,20-21H,9-10H2,(H,19,25)(H,22,23);BioTransformer 3.0
1335;Ketoprofen-M543;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)OC3OC(C(O)C(O)C3O)C(O)=O)C(=O)O)O;InChI=1S/C22H22O11/c23-9-14(20(28)29)11-2-1-3-12(8-11)15(24)10-4-6-13(7-5-10)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h1-8,14,16-19,22-23,25-27H,9H2,(H,28,29)(H,30,31);BioTransformer 3.0
1336;Ketoprofen-M544;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)O)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O)O;InChI=1S/C22H22O11/c23-9-14(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)11-2-1-3-12(8-11)15(25)10-4-6-13(24)7-5-10/h1-8,14,16-19,22-24,26-28H,9H2,(H,29,30);BioTransformer 3.0
1337;Ketoprofen-M545;C16H14O8S;366.040942;367.048767;365.033117;C(C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)O)C(=O)O)OS(O)(=O)=O;InChI=1S/C16H14O8S/c17-13-6-4-10(5-7-13)15(18)12-3-1-2-11(8-12)14(16(19)20)9-24-25(21,22)23/h1-8,14,17H,9H2,(H,19,20)(H,21,22,23);BioTransformer 3.0
1338;Ketoprofen-M546;C23H27NO7;429.178754;430.186579;428.170929;C(C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O)O;InChI=1S/C23H27NO7/c1-24(2,3)13-19(12-21(27)28)31-23(30)20(14-25)16-5-4-6-17(11-16)22(29)15-7-9-18(26)10-8-15/h4-11,19-20,25H,12-14H2,1-3H3,(H-,26,27,28,29);BioTransformer 3.0
1339;Ketoprofen-M547;C16H12O5;284.068475;285.0763;283.06065;C(C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)O)C(=O)O)=O;InChI=1S/C16H12O5/c17-9-14(16(20)21)11-2-1-3-12(8-11)15(19)10-4-6-13(18)7-5-10/h1-9,14,18H,(H,20,21);BioTransformer 3.0
1340;Ketoprofen-M548;C18H15NO5;325.095024;326.102849;324.087199;C=C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)O)C(=O)NCC(O)=O;InChI=1S/C18H15NO5/c1-11(18(24)19-10-16(21)22)13-3-2-4-14(9-13)17(23)12-5-7-15(20)8-6-12/h2-9,20H,1,10H2,(H,19,24)(H,21,22);BioTransformer 3.0
1341;Ketoprofen-M549;C22H20O10;444.10565;445.113475;443.097825;C=C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)OC3OC(C(O)C(O)C3O)C(O)=O)C(=O)O;InChI=1S/C22H20O10/c1-10(20(27)28)12-3-2-4-13(9-12)15(23)11-5-7-14(8-6-11)31-22-18(26)16(24)17(25)19(32-22)21(29)30/h2-9,16-19,22,24-26H,1H2,(H,27,28)(H,29,30);BioTransformer 3.0
1342;Ketoprofen-M550;C22H20O10;444.10565;445.113475;443.097825;C=C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)O)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H20O10/c1-10(21(30)32-22-18(27)16(25)17(26)19(31-22)20(28)29)12-3-2-4-13(9-12)15(24)11-5-7-14(23)8-6-11/h2-9,16-19,22-23,25-27H,1H2,(H,28,29);BioTransformer 3.0
1343;Ketoprofen-M551;C23H25NO6;411.168189;412.176014;410.160364;C=C(C1=CC(=CC=C1)C(=O)C2=CC=C(C=C2)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H25NO6/c1-15(23(29)30-20(13-21(26)27)14-24(2,3)4)17-6-5-7-18(12-17)22(28)16-8-10-19(25)11-9-16/h5-12,20H,1,13-14H2,2-4H3,(H-,25,26,27,28);BioTransformer 3.0
1344;Ketoprofen-M552;C16H12O5;284.068475;285.0763;283.06065;C1C(C2=CC(=CC=C2)C(=O)C3=CC=C(C=C3)O)(C(=O)O)O1;InChI=1S/C16H12O5/c17-13-6-4-10(5-7-13)14(18)11-2-1-3-12(8-11)16(9-21-16)15(19)20/h1-8,17H,9H2,(H,19,20);BioTransformer 3.0
1345;Ketoprofen-M553;C16H12O5;284.068475;285.0763;283.06065;C=C(C1=CC(=CC(=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)O;InChI=1S/C16H12O5/c1-9(16(20)21)11-6-12(8-14(18)7-11)15(19)10-2-4-13(17)5-3-10/h2-8,17-18H,1H2,(H,20,21);BioTransformer 3.0
1346;Ketoprofen-M554;C16H16O5;288.099775;289.1076;287.09195;CC(C1=CC(=CC(=C1)O)C(O)C2=CC=C(C=C2)O)C(=O)O;InChI=1S/C16H16O5/c1-9(16(20)21)11-6-12(8-14(18)7-11)15(19)10-2-4-13(17)5-3-10/h2-9,15,17-19H,1H3,(H,20,21);BioTransformer 3.0
1347;Ketoprofen-M555;C18H17NO6;343.105589;344.113414;342.097764;CC(C1=CC(=CC(=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)NCC(O)=O;InChI=1S/C18H17NO6/c1-10(18(25)19-9-16(22)23)12-6-13(8-15(21)7-12)17(24)11-2-4-14(20)5-3-11/h2-8,10,20-21H,9H2,1H3,(H,19,25)(H,22,23);BioTransformer 3.0
1348;Ketoprofen-M556;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC(=C1)O)C(=O)C2=CC=C(C=C2)OC3OC(C(O)C(O)C3O)C(O)=O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)11-6-12(8-13(23)7-11)15(24)10-2-4-14(5-3-10)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1349;Ketoprofen-M557;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC(=C1)OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=C(C=C3)O)C(=O)O;InChI=1S/C22H22O11/c1-9(20(28)29)11-6-12(15(24)10-2-4-13(23)5-3-10)8-14(7-11)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h2-9,16-19,22-23,25-27H,1H3,(H,28,29)(H,30,31);BioTransformer 3.0
1350;Ketoprofen-M558;C22H22O11;462.116215;463.12404;461.10839;CC(C1=CC(=CC(=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O;InChI=1S/C22H22O11/c1-9(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)11-6-12(8-14(24)7-11)15(25)10-2-4-13(23)5-3-10/h2-9,16-19,22-24,26-28H,1H3,(H,29,30);BioTransformer 3.0
1351;Ketoprofen-M559;C23H27NO7;429.178754;430.186579;428.170929;CC(C1=CC(=CC(=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O;InChI=1S/C23H27NO7/c1-14(23(30)31-20(12-21(27)28)13-24(2,3)4)16-9-17(11-19(26)10-16)22(29)15-5-7-18(25)8-6-15/h5-11,14,20H,12-13H2,1-4H3,(H2-,25,26,27,28,29);BioTransformer 3.0
1352;Ketoprofen-M560;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=CC(=C1)O)C(=O)C2=CC=C(C=C2)O)(C(=O)O)O;InChI=1S/C16H14O6/c1-16(22,15(20)21)11-6-10(7-13(18)8-11)14(19)9-2-4-12(17)5-3-9/h2-8,17-18,22H,1H3,(H,20,21);BioTransformer 3.0
1353;Ketoprofen-M561;C16H14O6;302.07904;303.086865;301.071215;CC(C1=CC(=CC(=C1)O)C(=O)C2=CC=C(C(=C2)O)O)C(=O)O;InChI=1S/C16H14O6/c1-8(16(21)22)10-4-11(6-12(17)5-10)15(20)9-2-3-13(18)14(19)7-9/h2-8,17-19H,1H3,(H,21,22);BioTransformer 3.0
1354;Ketoprofen-M562;C16H14O6;302.07904;303.086865;301.071215;C(C(C1=CC(=CC(=C1)O)C(=O)C2=CC=C(C=C2)O)C(=O)O)O;InChI=1S/C16H14O6/c17-8-14(16(21)22)10-5-11(7-13(19)6-10)15(20)9-1-3-12(18)4-2-9/h1-7,14,17-19H,8H2,(H,21,22);BioTransformer 3.0
1355;Ketoprofen-M563;C16H12O5;284.068475;285.0763;283.06065;C(C(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O)(=O)O;InChI=1S/C16H12O5/c17-14(10-5-2-1-3-6-10)12-8-4-7-11(9-12)13(15(18)19)16(20)21/h1-9,13H,(H,18,19)(H,20,21);BioTransformer 3.0
1356;Ketoprofen-M564;C18H15NO5;325.095024;326.102849;324.087199;C(C(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)NCC(O)=O)=O;InChI=1S/C18H15NO5/c20-11-15(18(24)19-10-16(21)22)13-7-4-8-14(9-13)17(23)12-5-2-1-3-6-12/h1-9,11,15H,10H2,(H,19,24)(H,21,22);BioTransformer 3.0
1357;Ketoprofen-M565;C22H20O10;444.10565;445.113475;443.097825;C(C(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O)=O;InChI=1S/C22H20O10/c23-10-14(12-7-4-8-13(9-12)15(24)11-5-2-1-3-6-11)21(30)32-22-18(27)16(25)17(26)19(31-22)20(28)29/h1-10,14,16-19,22,25-27H,(H,28,29);BioTransformer 3.0
1358;Ketoprofen-M566;C23H25NO6;411.168189;412.176014;410.160364;C(C(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)OC(C[N+](C)(C)C)CC([O-])=O)=O;InChI=1S/C23H25NO6/c1-24(2,3)14-19(13-21(26)27)30-23(29)20(15-25)17-10-7-11-18(12-17)22(28)16-8-5-4-6-9-16/h4-12,15,19-20H,13-14H2,1-3H3;BioTransformer 3.0
1359;Ketoprofen-M567;C16H12O5;284.068475;285.0763;283.06065;C(C(C1=CC(=CC(=C1)O)C(=O)C2=CC=CC=C2)C(=O)O)=O;InChI=1S/C16H12O5/c17-9-14(16(20)21)11-6-12(8-13(18)7-11)15(19)10-4-2-1-3-5-10/h1-9,14,18H,(H,20,21);BioTransformer 3.0
1360;Ketoprofen-M568;C16H12O5;284.068475;285.0763;283.06065;C(C(C1=CC(=CC=C1)C(=O)C2=CC(=CC=C2)O)C(=O)O)=O;InChI=1S/C16H12O5/c17-9-14(16(20)21)10-3-1-4-11(7-10)15(19)12-5-2-6-13(18)8-12/h1-9,14,18H,(H,20,21);BioTransformer 3.0
1361;Ketoprofen-M569;C16H16O5;288.099775;289.1076;287.09195;C(C(C1=CC(=CC=C1)C(O)C2=CC(=CC=C2)O)C(=O)O)O;InChI=1S/C16H16O5/c17-9-14(16(20)21)10-3-1-4-11(7-10)15(19)12-5-2-6-13(18)8-12/h1-8,14-15,17-19H,9H2,(H,20,21);BioTransformer 3.0
1362;Ketoprofen-M570;C18H17NO6;343.105589;344.113414;342.097764;C(C(C1=CC(=CC=C1)C(=O)C2=CC(=CC=C2)O)C(=O)NCC(O)=O)O;InChI=1S/C18H17NO6/c20-10-15(18(25)19-9-16(22)23)11-3-1-4-12(7-11)17(24)13-5-2-6-14(21)8-13/h1-8,15,20-21H,9-10H2,(H,19,25)(H,22,23);BioTransformer 3.0
1363;Ketoprofen-M571;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=CC=C1)C(=O)C2=CC(=CC=C2)OC3OC(C(O)C(O)C3O)C(O)=O)C(=O)O)O;InChI=1S/C22H22O11/c23-9-14(20(28)29)10-3-1-4-11(7-10)15(24)12-5-2-6-13(8-12)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h1-8,14,16-19,22-23,25-27H,9H2,(H,28,29)(H,30,31);BioTransformer 3.0
1364;Ketoprofen-M572;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=CC=C1)C(=O)C2=CC(=CC=C2)O)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O)O;InChI=1S/C22H22O11/c23-9-14(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)10-3-1-4-11(7-10)15(25)12-5-2-6-13(24)8-12/h1-8,14,16-19,22-24,26-28H,9H2,(H,29,30);BioTransformer 3.0
1365;Ketoprofen-M573;C16H14O8S;366.040942;367.048767;365.033117;C(C(C1=CC(=CC=C1)C(=O)C2=CC(=CC=C2)O)C(=O)O)OS(O)(=O)=O;InChI=1S/C16H14O8S/c17-13-6-2-5-12(8-13)15(18)11-4-1-3-10(7-11)14(16(19)20)9-24-25(21,22)23/h1-8,14,17H,9H2,(H,19,20)(H,21,22,23);BioTransformer 3.0
1366;Ketoprofen-M574;C23H27NO7;429.178754;430.186579;428.170929;C(C(C1=CC(=CC=C1)C(=O)C2=CC(=CC=C2)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O)O;InChI=1S/C23H27NO7/c1-24(2,3)13-19(12-21(27)28)31-23(30)20(14-25)15-6-4-7-16(10-15)22(29)17-8-5-9-18(26)11-17/h4-11,19-20,25H,12-14H2,1-3H3,(H-,26,27,28);BioTransformer 3.0
1367;Ketoprofen-M575;C16H16O5;288.099775;289.1076;287.09195;C(C(C1=CC(=CC(=C1)O)C(O)C2=CC=CC=C2)C(=O)O)O;InChI=1S/C16H16O5/c17-9-14(16(20)21)11-6-12(8-13(18)7-11)15(19)10-4-2-1-3-5-10/h1-8,14-15,17-19H,9H2,(H,20,21);BioTransformer 3.0
1368;Ketoprofen-M576;C18H17NO6;343.105589;344.113414;342.097764;C(C(C1=CC(=CC(=C1)O)C(=O)C2=CC=CC=C2)C(=O)NCC(O)=O)O;InChI=1S/C18H17NO6/c20-10-15(18(25)19-9-16(22)23)12-6-13(8-14(21)7-12)17(24)11-4-2-1-3-5-11/h1-8,15,20-21H,9-10H2,(H,19,25)(H,22,23);BioTransformer 3.0
1369;Ketoprofen-M577;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=CC(=C1)OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C3=CC=CC=C3)C(=O)O)O;InChI=1S/C22H22O11/c23-9-14(20(28)29)11-6-12(15(24)10-4-2-1-3-5-10)8-13(7-11)32-22-18(27)16(25)17(26)19(33-22)21(30)31/h1-8,14,16-19,22-23,25-27H,9H2,(H,28,29)(H,30,31);BioTransformer 3.0
1370;Ketoprofen-M578;C22H22O11;462.116215;463.12404;461.10839;C(C(C1=CC(=CC(=C1)O)C(=O)C2=CC=CC=C2)C(=O)OC3OC(C(O)C(O)C3O)C(O)=O)O;InChI=1S/C22H22O11/c23-9-14(21(31)33-22-18(28)16(26)17(27)19(32-22)20(29)30)11-6-12(8-13(24)7-11)15(25)10-4-2-1-3-5-10/h1-8,14,16-19,22-24,26-28H,9H2,(H,29,30);BioTransformer 3.0
1371;Ketoprofen-M579;C16H14O8S;366.040942;367.048767;365.033117;C(C(C1=CC(=CC(=C1)O)C(=O)C2=CC=CC=C2)C(=O)O)OS(O)(=O)=O;InChI=1S/C16H14O8S/c17-13-7-11(14(16(19)20)9-24-25(21,22)23)6-12(8-13)15(18)10-4-2-1-3-5-10/h1-8,14,17H,9H2,(H,19,20)(H,21,22,23);BioTransformer 3.0
